Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-15 09:30:00-04:00,233.58999633789062,233.6999969482422,232.52000427246094,232.79989624023438,2630746,0.0,0.0
2024-10-15 09:31:00-04:00,232.7998046875,233.25,232.3699951171875,233.19000244140625,320427,0.0,0.0
2024-10-15 09:32:00-04:00,233.19000244140625,233.69000244140625,232.89999389648438,233.60000610351562,339762,0.0,0.0
2024-10-15 09:33:00-04:00,233.57989501953125,234.25,233.5,234.16000366210938,714251,0.0,0.0
2024-10-15 09:34:00-04:00,234.1699981689453,234.39999389648438,233.61000061035156,234.0323028564453,348872,0.0,0.0
2024-10-15 09:35:00-04:00,234.0500030517578,234.6699981689453,234.0402069091797,234.6472930908203,419153,0.0,0.0
2024-10-15 09:36:00-04:00,234.6300048828125,234.80999755859375,234.35499572753906,234.78199768066406,520818,0.0,0.0
2024-10-15 09:37:00-04:00,234.77999877929688,234.89999389648438,234.63999938964844,234.86000061035156,340996,0.0,0.0
2024-10-15 09:38:00-04:00,234.8699951171875,234.94000244140625,234.72500610351562,234.89999389648438,279335,0.0,0.0
2024-10-15 09:39:00-04:00,234.89999389648438,235.27000427246094,234.8000946044922,235.2100067138672,1122067,0.0,0.0
2024-10-15 09:40:00-04:00,235.2100067138672,235.4600067138672,235.1699981689453,235.32000732421875,527861,0.0,0.0
2024-10-15 09:41:00-04:00,235.30499267578125,235.30999755859375,235.0,235.16000366210938,204124,0.0,0.0
2024-10-15 09:42:00-04:00,235.16000366210938,235.9199981689453,235.1501007080078,235.75,457631,0.0,0.0
2024-10-15 09:43:00-04:00,235.75,235.9199981689453,235.64019775390625,235.80999755859375,360049,0.0,0.0
2024-10-15 09:44:00-04:00,235.8000030517578,236.25,235.75999450683594,236.1999969482422,529749,0.0,0.0
2024-10-15 09:45:00-04:00,236.19000244140625,236.3249969482422,235.9600067138672,236.19000244140625,375088,0.0,0.0
2024-10-15 09:46:00-04:00,236.1999969482422,236.72000122070312,236.19000244140625,236.72000122070312,492087,0.0,0.0
2024-10-15 09:47:00-04:00,236.66000366210938,236.68800354003906,236.23989868164062,236.36000061035156,316854,0.0,0.0
2024-10-15 09:48:00-04:00,236.34500122070312,236.82000732421875,236.34010314941406,236.61000061035156,355667,0.0,0.0
2024-10-15 09:49:00-04:00,236.6195068359375,236.7949981689453,236.32249450683594,236.7449951171875,288601,0.0,0.0
2024-10-15 09:50:00-04:00,236.74009704589844,236.83999633789062,236.50999450683594,236.5399932861328,369567,0.0,0.0
2024-10-15 09:51:00-04:00,236.58999633789062,236.91000366210938,236.5800018310547,236.8574981689453,315904,0.0,0.0
2024-10-15 09:52:00-04:00,236.86000061035156,237.12950134277344,236.75,237.0399932861328,596525,0.0,0.0
2024-10-15 09:53:00-04:00,237.02999877929688,237.03900146484375,236.8300018310547,237.0,243332,0.0,0.0
2024-10-15 09:54:00-04:00,237.0050048828125,237.01690673828125,236.8800048828125,236.94000244140625,255271,0.0,0.0
2024-10-15 09:55:00-04:00,236.97999572753906,237.1300048828125,236.8800048828125,236.9499969482422,249051,0.0,0.0
2024-10-15 09:56:00-04:00,236.94000244140625,236.9600067138672,236.72000122070312,236.8800048828125,268699,0.0,0.0
2024-10-15 09:57:00-04:00,236.8800048828125,237.0,236.7100067138672,236.77000427246094,274900,0.0,0.0
2024-10-15 09:58:00-04:00,236.75999450683594,236.86000061035156,236.52999877929688,236.52999877929688,290062,0.0,0.0
2024-10-15 09:59:00-04:00,236.5500946044922,236.69000244140625,236.41000366210938,236.63499450683594,382649,0.0,0.0
2024-10-15 10:00:00-04:00,236.63499450683594,236.74000549316406,236.43499755859375,236.4542999267578,235664,0.0,0.0
2024-10-15 10:01:00-04:00,236.44500732421875,236.75,236.30999755859375,236.45599365234375,266463,0.0,0.0
2024-10-15 10:02:00-04:00,236.45010375976562,236.61990356445312,236.3699951171875,236.61990356445312,196528,0.0,0.0
2024-10-15 10:03:00-04:00,236.61500549316406,236.8800048828125,236.60499572753906,236.8762969970703,168929,0.0,0.0
2024-10-15 10:04:00-04:00,236.8800048828125,237.27999877929688,236.75,237.14010620117188,440545,0.0,0.0
2024-10-15 10:05:00-04:00,237.1468963623047,237.49000549316406,237.1446075439453,237.36500549316406,399503,0.0,0.0
2024-10-15 10:06:00-04:00,237.36990356445312,237.39999389648438,237.22000122070312,237.36000061035156,207546,0.0,0.0
2024-10-15 10:07:00-04:00,237.36270141601562,237.3800048828125,237.13999938964844,237.25999450683594,296045,0.0,0.0
2024-10-15 10:08:00-04:00,237.27499389648438,237.35000610351562,237.1999969482422,237.2100067138672,257956,0.0,0.0
2024-10-15 10:09:00-04:00,237.24000549316406,237.3000030517578,237.00999450683594,237.02000427246094,233801,0.0,0.0
2024-10-15 10:10:00-04:00,237.02000427246094,237.1300048828125,236.69000244140625,236.74000549316406,340623,0.0,0.0
2024-10-15 10:11:00-04:00,236.73550415039062,236.7949981689453,236.57000732421875,236.64500427246094,233176,0.0,0.0
2024-10-15 10:12:00-04:00,236.63499450683594,236.75999450683594,236.52059936523438,236.55299377441406,245094,0.0,0.0
2024-10-15 10:13:00-04:00,236.5500030517578,236.55999755859375,236.0800018310547,236.2100067138672,424072,0.0,0.0
2024-10-15 10:14:00-04:00,236.2100067138672,236.29190063476562,236.10000610351562,236.17979431152344,202595,0.0,0.0
2024-10-15 10:15:00-04:00,236.1999969482422,236.2895050048828,235.89999389648438,236.0198974609375,224213,0.0,0.0
2024-10-15 10:16:00-04:00,236.02000427246094,236.3000030517578,235.92999267578125,236.1121063232422,194517,0.0,0.0
2024-10-15 10:17:00-04:00,236.1132049560547,236.25,236.02000427246094,236.14999389648438,150242,0.0,0.0
2024-10-15 10:18:00-04:00,236.13999938964844,236.22000122070312,236.0399932861328,236.11070251464844,234621,0.0,0.0
2024-10-15 10:19:00-04:00,236.1300048828125,236.14999389648438,236.0,236.05999755859375,149259,0.0,0.0
2024-10-15 10:20:00-04:00,236.07000732421875,236.16000366210938,236.00999450683594,236.15199279785156,118506,0.0,0.0
2024-10-15 10:21:00-04:00,236.1300048828125,236.1699981689453,235.86000061035156,235.96429443359375,230097,0.0,0.0
2024-10-15 10:22:00-04:00,235.9600067138672,236.364501953125,235.91079711914062,236.1699981689453,173039,0.0,0.0
2024-10-15 10:23:00-04:00,236.22000122070312,236.22000122070312,236.02000427246094,236.18499755859375,199131,0.0,0.0
2024-10-15 10:24:00-04:00,236.1699981689453,236.52000427246094,236.125,236.39990234375,246662,0.0,0.0
2024-10-15 10:25:00-04:00,236.38999938964844,236.4499969482422,236.17999267578125,236.2100067138672,122790,0.0,0.0
2024-10-15 10:26:00-04:00,236.20030212402344,236.36000061035156,236.125,236.3300018310547,128578,0.0,0.0
2024-10-15 10:27:00-04:00,236.3300018310547,236.38999938964844,236.22000122070312,236.222900390625,147515,0.0,0.0
2024-10-15 10:28:00-04:00,236.23989868164062,236.24000549316406,235.82000732421875,235.86000061035156,125376,0.0,0.0
2024-10-15 10:29:00-04:00,235.8699951171875,235.99960327148438,235.75999450683594,235.82000732421875,330405,0.0,0.0
2024-10-15 10:30:00-04:00,235.82000732421875,236.0,235.72000122070312,235.92999267578125,195247,0.0,0.0
2024-10-15 10:31:00-04:00,235.92999267578125,235.9499969482422,235.77000427246094,235.89999389648438,159999,0.0,0.0
